#Hinchliff CE, Roalson EH (2012) Data from: Using supermatrices for phylogenetic inquiry: an example using the sedges. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.6p76c3pb
#http://datadryad.org/bitstream/handle/10255/dryad.38186/cyp_states.csv

name,tropical
Carex_kimurae,0
Carex_kingii,0
Carex_kiotensis,0
Carex_kirganica,0
Carex_kirinensis,0
Carex_kirkii,0
Carex_kitaibeliana,0
Carex_klamathensis,0
Carex_klaphakei,0
Carex_knorringiae,0
Carex_kobomugi,0
Carex_korkischkoae,0
Carex_korshinskyi,0
Carex_koshewnikowii,0
Carex_koyaensis,0
Carex_kraliana,0
Carex_krascheninnikovii,0
Carex_krausei,0
Carex_kreczetoviczii,0
Carex_kuchunensis,0
Carex_kucyniakii,1
Carex_kujuzana,0
Carex_kulingana,0
Carex_kumaonensis,0
Carex_kurdica,0
Carex_kurtziana,0
Carex_kwangsiensis,0
Carex_kwangtoushanica,0
Carex_lachenalii,0
Carex_lacistoma,0
Carex_lacustris,0
Carex_laeta,0
Carex_laeviconica,0
Carex_laeviculmis,0
Carex_laevigata,0
Carex_laevissima,0
Carex_lageniformis,1
Carex_lagunensis,0
Carex_lainzii,0
Carex_lambertiana,0
Carex_lamprocarpa,0
Carex_lamprochlamys,1
Carex_lancangensis,0
Carex_lanceolata,0
Carex_lancifolia,0
Carex_lancisquamata,0
Carex_lankana,1
Carex_laosensis,1
Carex_lapazensis,1
Carex_lapponica,0
Carex_larensis,1
Carex_laricetorum,0
Carex_lasiocarpa,0
Carex_lasiolepis,0
Carex_latebracteata,0
Carex_lateralis,1
Carex_lateriflora,0
Carex_laticeps,1
Carex_latisquamea,0
Carex_lativena,0
Carex_laxa,0
Carex_laxiculmis,0
Carex_laxiflora,0
Carex_leavenworthii,0
Carex_lebrunii,0
Carex_ledebouriana,0
Carex_leersii,0
Carex_lehmanii,0
Carex_leiorhyncha,0
Carex_lemanniana,1
Carex_lemmonii,0
Carex_lenta,1
Carex_lenticularis,0
Carex_lepida,1
Carex_leporina,0
Carex_leporinella,0
Carex_leptalea,0
Carex_leptocladus,1
Carex_leptopoda,0
Carex_leribensis,0
Carex_lessoniana,0
Carex_leucantha,1
Carex_lianchengensis,0
Carex_ligata,0
Carex_limosa,0
Carex_limprichtiana,0
Carex_lindleyana,1
Carex_lingii,0
Carex_liouana,0
Carex_liparocarpos,0
Carex_liqingii,0
Carex_lithophila,0
Carex_litorhyncha,0
Carex_litorosa,0
Carex_litvinovii,0
Carex_liuii,0
Carex_lobolepis,0
Carex_lobulirostris,1
Carex_loheri,1
Carex_loliacea,0
Carex_lonchocarpa,0
Carex_longhiensis,0
Carex_longibrachiata,0
Carex_longicaulis,0
Carex_longicruris,1
Carex_longiculmis,0
Carex_longicuspis,0
Carex_longii,1
Carex_longiligula,1
Carex_longipes,1
Carex_longirostrata,0
Carex_longispiculata,0
Carex_longissima,0
Carex_longpanlaensis,0
Carex_longshengensis,0
Carex_longxishanensis,0
Carex_lophocarpa,0
Carex_louisianica,0
Carex_lowei,0
Carex_lucorum,0
Carex_luctuosa,0
Carex_lupuliformis,0
Carex_lupulina,0
Carex_lurida,0
Carex_luridiformis,1
Carex_lushanensis,0
Carex_lutea,0
Carex_luzulifolia,0
Carex_luzulina,0
Carex_lyi,0
Carex_lyngbyei,0
Carex_maackii,0
Carex_mackenziana,0
Carex_mackenziei,0
Carex_macloviana,1
Carex_macrandrolepis,0
Carex_macrocephala,0
Carex_macrochaeta,0
Carex_macrolepis,0
Carex_macrophyllidion,1
Carex_macrorrhiza,0
Carex_macrosolen,0
Carex_macrostigmatica,0
Carex_macrostyla,0
Carex_macroura,0
Carex_maculata,1
Carex_madagascariensis,1
Carex_madrensis,0
Carex_magacis,0
Carex_magellanica,0
Carex_magnoutriculata,0
Carex_mairei,0
Carex_makinoensis,0
Carex_makuensis,0
Carex_malaccensis,1
Carex_malmei,0
Carex_malyschevii,0
Carex_manca,0
Carex_manciformis,0
Carex_mandoniana,1
Carex_mandshurica,0
Carex_manginii,0
Carex_manhartii,0
Carex_mannii,1
Carex_manongarivensis,1
Carex_maorica,0
Carex_maorshanica,0
Carex_maquensis,0
Carex_marahuacana,1
Carex_marianensis,0
Carex_marina,0
Carex_mariposana,0
Carex_maritima,1
Carex_markgrafii,0
Carex_martinii,0
Carex_martynenkoi,0
Carex_matsumurae,0
Carex_mayebarana,0
Carex_mckittrickensis,0
Carex_mcvaughii,1
Carex_meadii,0
Carex_media,0
Carex_mediterranea,0
Carex_medwedewii,0
Carex_meeboldiana,1
Carex_meihsienica,0
Carex_meiocarpa,0
Carex_melanantha,0
Carex_melananthiformis,0
Carex_melanocarpa,0
Carex_melanocephala,0
Carex_melanorrhyncha,0
Carex_melanostachya,0
Carex_melinacra,0
Carex_membranacea,0
Carex_mendocinensis,0
Carex_fernaldii,0
Carex_mertensii,0
Carex_merxmuelleri,0
Carex_mesochorea,0
Carex_metallica,0
Carex_meyenii,1
Carex_meyeriana,0
Carex_michauxiana,0
Carex_michelii,0
Carex_michoacana,1
Carex_microcarpa,0
Carex_microchaeta,0
Carex_microdonta,0
Carex_microglochin,1
Carex_micropoda,0
Carex_microptera,0
Carex_microrhyncha,0
Carex_middendorffii,0
Carex_mildbraediana,1
Carex_millsii,0
Carex_mingrelica,0
Carex_minuticulmis,0
Carex_minutiscabra,0
Carex_minutissima,0
Carex_minxianensis,0
Carex_minxianica,0
Carex_mira,0
Carex_misera,0
Carex_missouriensis,0
Carex_mitchelliana,0
Carex_mitrata,0
Carex_miyabei,0
Carex_mochomuensis,0
Carex_molesta,0
Carex_molestiformis,0
Carex_molinae,0
Carex_mollicula,0
Carex_mollissima,0
Carex_monostachya,1
Carex_monotropa,0
Carex_montana,0
Carex_montanoaltaica,0
Carex_eeka,1
Carex_everesti,0
Carex_wutaii,0
Carex_moorei,0
Carex_morii,0
Carex_morrowii,0
Carex_mossii,0
Carex_motuoensis,0
Carex_moupinensis,0
Carex_mucronata,0
Carex_mucronatiformis,0
Carex_muehlenbergii,0
Carex_muelleri,0
Carex_muliensis,0
Carex_multicaulis,0
Carex_multicostata,0
Carex_munda,0
Carex_munipoorensis,1
Carex_munroi,0
Carex_muricata,0
Carex_muriculata,0
Carex_musei,1
Carex_muskingumensis,0
Carex_myosurus,1
Carex_nachiana,0
Carex_nairii,0
Carex_nakasimae,0
Carex_nanchuanensis,0
Carex_nandadeviensis,0
Carex_nangtciangensis,0
Carex_nardina,0
Carex_neblinensis,1
Carex_nebraskensis,0
Carex_nebularum,0
Carex_neesiana,0
Carex_negrii,1
Carex_nelmesiana,0
Carex_nelmesii,1
Carex_nelsonii,0
Carex_nemostachys,0
Carex_nemurensis,0
Carex_neochevalieri,1
Carex_neodigyna,0
Carex_neofilipes,0
Carex_neoguinensis,1
Carex_neohebridensis,1
Carex_neokukenthaliana,0
Carex_neopetelotii,1
Carex_neopolycephala,0
Carex_nervata,0
Carex_nervina,0
Carex_neurocarpa,0
Carex_neurophora,0
Carex_nevadensis,0
Carex_niederleiniana,0
Carex_nigerrima,0
Carex_nigricans,0
Carex_nigromarginata,0
Carex_nikolskensis,0
Carex_nitidiutriculata,0
Carex_nivalis,0
Carex_nodaeana,0
Carex_nodiflora,1
Carex_nordica,0
Carex_normalis,0
Carex_norvegica,0
Carex_notha,0
Carex_nova,0
Carex_angliae,0
Carex_novogaliciana,1
Carex_nubigena,1
Carex_nudata,0
Carex_obispoensis,0
Carex_oblanceolata,0
Carex_obliquicarpa,0
Carex_obliquitruncata,0
Carex_obnupta,0
Carex_obovatosquamata,0
Carex_obscura,0
Carex_obscuriceps,0
Carex_obtusata,0
Carex_occidentalis,0
Carex_ochrochlamys,0
Carex_ochrosaccus,0
Carex_oedipostyla,0
Carex_oedorrhampha,1
Carex_okamotoi,0
Carex_oklahomensis,0
Carex_olbiensis,0
Carex_oligantha,0
Carex_oligocarpa,0
Carex_oligocarya,0
Carex_oligosperma,0
Carex_oligostachya,1
Carex_olivacea,1
Carex_olivieri,0
Carex_omeiensis,0
Carex_omeyica,0
Carex_omiana,0
Carex_omurae,0
Carex_onoei,0
Carex_ophiolithica,0
Carex_ophiopogon,0
Carex_orbicularinucis,0
Carex_orbicularis,0
Carex_oreocharis,0
Carex_oreophila,0
Carex_orizabae,1
Carex_ormostachya,0
Carex_ornithopoda,0
Carex_oronensis,0
Carex_orthostemon,0
Carex_oshimensis,0
Carex_otaruensis,0
Carex_otomana,0
Carex_ouachitana,0
Carex_ovatispiculata,0
Carex_ovoidoconica,0
Carex_ownbeyi,1
Carex_oxylepis,0
Carex_ozarkana,0
Carex_pachygyna,0
Carex_pachyneura,0
Carex_pachystylis,0
Carex_paeninsulae,0
Carex_pairae,0
Carex_paishanensis,0
Carex_palawanensis,1
Carex_paleacea,0
Carex_pallescens,0
Carex_pandanophylla,1
Carex_panicea,0
Carex_paniculata,0
Carex_panormitana,0
Carex_pansa,0
Carex_papillosissima,1
Carex_papulosa,0
Carex_paracuraica,0
Carex_parryana,0
Carex_parva,0
Carex_parviflora,0
Carex_parvigluma,0
Carex_patagonica,0
Carex_pauciflora,0
Carex_paucimascula,0
Carex_vargasii,0
Carex_paupera,0
Carex_paxii,0
Carex_paysonis,0
Carex_peckii,0
Carex_pediformis,0
Carex_pedunculata,0
Carex_peiktusanii,0
Carex_peliosanthifolia,0
Carex_pellita,0
Carex_pelocarpa,0
Carex_pendula,0
Carex_penduliformis,1
Carex_pensylvanica,0
Carex_perakensis,1
Carex_percostata,0
Carex_perdentata,0
Carex_peregrina,1
Carex_perglobosa,0
Carex_pergracilis,0
Carex_perlonga,0
Carex_perprava,1
Carex_pertenuis,1
Carex_peruviana,1
Carex_peruvida,1
Carex_petasata,0
Carex_petelotii,1
Carex_petitiana,1
Carex_petricosa,0
Carex_petriei,0
Carex_peucophila,1
Carex_phacota,1
Carex_phaeocephala,0
Carex_phaeodon,0
Carex_phaeothrix,0
Carex_phalaroides,1
Carex_phankei,1
Carex_phoenicis,0
Carex_phragmitoides,1
Carex_phyllocaula,1
Carex_phyllocephala,0
Carex_phyllostachys,0
Carex_physodes,0
Carex_pichinchensis,1
Carex_picta,0
Carex_pigra,0
Carex_pilosa,0
Carex_pilulifera,0
Carex_pinophila,0
Carex_pisanensis,0
Carex_pisanoi,0
Carex_pisiformis,0
Carex_pityophila,0
Carex_planata,0
Carex_planiculmis,0
Carex_planiscapa,1
Carex_planispicata,0
Carex_planostachys,0
Carex_plantaginea,0
Carex_platyphylla,0
Carex_platysperma,0
Carex_plectobasis,0
Carex_pleiandra,0
Carex_pleioneura,0
Carex_pleiostachys,0
Carex_pleurocaula,1
Carex_pluriflora,0
Carex_poculisquama,0
Carex_podocarpa,0
Carex_podogyna,0
Carex_poilanei,1
Carex_polyantha,0
Carex_polycephala,0
Carex_polymascula,0
Carex_polymorpha,0
Carex_polyschoenoides,0
Carex_polystachya,1
Carex_polysticha,1
Carex_pomiensis,0
Carex_pontica,0
Carex_popovii,0
Carex_porrecta,1
Carex_potosina,0
Carex_praeceptorium,0
Carex_praeclara,0
Carex_praecox,0
Carex_praegracilis,1
Carex_prairea,0
Carex_prasina,0
Carex_praticola,0
Carex_preissii,0
Carex_prescottiana,0
Carex_preslii,0
Carex_pringlei,0
Carex_projecta,0
Carex_prolongata,0
Carex_proposita,0
Carex_provotii,0
Carex_proxima,1
Carex_pruinosa,1
Carex_przewalskii,0
Carex_pseudoaperta,1
Carex_pseudobicolor,0
Carex_pseudobrizoides,0
Carex_pseudochinensis,0
Carex_pseudocuraica,0
Carex_pseudocyperus,1
Carex_pseudodahurica,0
Carex_pseudodispalata,0
Carex_pseudofoetida,0
Carex_pseudohumilis,0
Carex_pseudohypochlora,0
Carex_pseudolaticeps,0
Carex_pseudoligulata,0
Carex_pseudololiacea,0
Carex_pseudomacloviana,0
Carex_pseudophyllocephala,0
Carex_pseudospachiana,0
Carex_pseudosphaerogyna,1
Carex_pseudosupina,0
Carex_pseudotristachya,0
Carex_psilocarpa,1
Carex_psychrophila,0
Carex_pterocarpa,0
Carex_pterocaulos,1
Carex_pubigluma,1
Carex_pudica,0
Carex_pulchra,0
Carex_pulchrifolia,0
Carex_pulicaris,0
Carex_pumila,0
Carex_punctata,0
Carex_purdiei,1
Carex_purplevaginalis,0
Carex_purpureosquamata,0
Carex_purpureotincta,0
Carex_purpureovagina,0
Carex_purpureovaginata,1
Carex_purpurifera,0
Carex_putuoensis,0
Carex_pycnostachys,0
Carex_pygmaea,1
Carex_pyramidalis,1
Carex_pyrenaica,0
Carex_qingdaoensis,0
Carex_qinghaiensis,0
Carex_qingliangensis,0
Carex_qingyangensis,0
Carex_qiyunensis,0
Carex_queretarensis,0
Carex_quichensis,1
Carex_raddei,0
Carex_radfordii,0
Carex_radicalis,0
Carex_radiciflora,0
Carex_radicina,0
Carex_raleighii,0
Carex_ramenskii,0
Carex_ramentaceofructus,0
Carex_ramosa,1
Carex_ramosii,1
Carex_randalpina,0
Carex_raoulii,0
Carex_raphidocarpa,1
Carex_rara,0
Carex_raynoldsii,0
Carex_recta,0
Carex_reichei,0
Carex_reinii,0
Carex_relaxa,0
Carex_remota,0
Carex_remotiuscula,0
Carex_renauldii,1
Carex_renschiana,1
Carex_repanda,0
Carex_repens,0
Carex_resectans,0
Carex_retroflexa,0
Carex_retrofracta,0
Carex_retrorsa,0
Carex_reznicekii,0
Carex_rhizina,0
Carex_rhodesiaca,1
Carex_rhombifructus,0
Carex_rhynchoperigynium,0
Carex_rhynchophysa,0
Carex_rhyncophora,0
Carex_richardsonii,0
Carex_ridongensis,0
Carex_riloensis,0
Carex_riparia,0
Carex_rivulorum,0
Carex_roanensis,0
Carex_robinsonii,1
Carex_roraimensis,1
Carex_rorulenta,0
Carex_rosea,0
Carex_rossii,0
Carex_rostellifera,0
Carex_rostrata,0
Carex_rotundata,0
Carex_royleana,0
Carex_rubicunda,0
Carex_rubrobrunnea,1
Carex_rufina,0
Carex_rufulistolon,0
Carex_rugata,0
Carex_rugulosa,0
Carex_runssoroensis,1
Carex_rupestris,0
Carex_ruralis,0
Carex_rutenbergiana,1
Carex_ruthii,0
Carex_ruthsatziae,1
Carex_rzedowskii,1
Carex_sabulosa,0
Carex_sacerdotis,1
Carex_sachalinensis,0
Carex_sacrosancta,0
Carex_sadoensis,0
Carex_sagaensis,0
Carex_sagei,0
Carex_sahnii,0
Carex_sajanensis,0
Carex_sakonis,0
Carex_salina,0
Carex_saltaensis,0
Carex_sampsonii,0
Carex_marthae,1
Carex_sarawaketensis,1
Carex_sartwelliana,0
Carex_sartwellii,0
Carex_satsumensis,0
Carex_savaiiensis,1
Carex_saxatilis,0
Carex_saxicola,1
Carex_saximontana,0
Carex_scabrata,0
Carex_scabrella,1
Carex_scabrifolia,0
Carex_scabripes,1
Carex_scabrirostris,0
Carex_scabrisacca,0
Carex_scabriuscula,0
Carex_scaposa,1
Carex_schaffneri,1
Carex_schiedeana,0
Carex_schlechteri,0
Carex_schliebenii,1
Carex_schmidtii,0
Carex_schneideri,0
Carex_schottii,0
Carex_schwackeana,1
Carex_schweinitzii,0
Carex_scirpoidea,0
Carex_scita,0
Carex_scitiformis,0
Carex_scitula,0
Carex_sclerocarpa,0
Carex_scolopendriformis,0
Carex_scoparia,0
Carex_scopulorum,0
Carex_secalina,0
Carex_secta,0
Carex_sedakowii,0
Carex_sellowiana,0
Carex_semihyalofructa,0
Carex_sempervirens,0
Carex_senta,0
Carex_seorsa,0
Carex_seposita,1
Carex_serpenticola,0
Carex_serratodens,0
Carex_serreana,0
Carex_seticulmis,0
Carex_setifolia,1
Carex_setigera,1
Carex_setigluma,1
Carex_setispica,0
Carex_setosa,0
Carex_shaanxiensis,0
Carex_shandanica,0
Carex_shanensis,1
Carex_shangchengensis,0
Carex_shanghaiensis,0
Carex_shanghangensis,0
Carex_sheldonii,0
Carex_shimidzensis,0
Carex_shinnersii,0
Carex_shiriyajirensis,0
Carex_shortiana,0
Carex_shuangbaiensis,0
Carex_shuchengensis,0
Carex_siccata,0
Carex_sichouensis,0
Carex_siderosticta,0
Carex_silicea,0
Carex_silvestrii,0
Carex_simensis,1
Carex_simulans,0
Carex_simulata,0
Carex_sinclairii,0
Carex_sinoaristata,0
Carex_sinodissitiflora,0
Carex_sinomairei,0
Carex_siroumensis,0
Carex_skottsbergiana,0
Carex_socialis,0
Carex_sociata,0
Carex_soczavaeana,0
Carex_sodiroi,1
Carex_sohachii,0
Carex_solandri,0
Carex_sordida,0
Carex_sorianoi,0
Carex_sororia,0
Carex_sozusensis,0
Carex_spachiana,0
Carex_sparganioides,0
Carex_specifica,0
Carex_speciosa,1
Carex_spectabilis,0
Carex_specuicola,0
Carex_sphaerogyna,1
Carex_spicata,0
Carex_spicatopaniculata,1
Carex_spicigera,1
Carex_spinirostris,0
Carex_spissa,0
Carex_spongiosa,0
Carex_sprengelii,0
Carex_squarrosa,0
Carex_standleyana,1
Carex_stenandra,1
Carex_stenantha,0
Carex_stenocarpa,0
Carex_stenophylla,0
Carex_stenoptila,0
Carex_stenostachys,0
Carex_sterilis,0
Carex_steudneri,1
Carex_steyermarkii,1
Carex_stipata,0
Carex_stiphrogyne,1
Carex_stipitiutriculata,0
Carex_stokesii,0
Carex_stracheyi,0
Carex_stramentitia,1
Carex_straminea,0
Carex_straminiformis,0
Carex_streptorrhampha,1
Carex_striata,0
Carex_striatula,0
Carex_stricta,0
Carex_strigosa,0
Carex_stuessyi,0
Carex_styloflexa,0
Carex_stylosa,0
Carex_subandrogyna,0
Carex_subantarctica,0
Carex_subbracteata,0
Carex_subcapitata,0
Carex_subcernua,0
Carex_subdola,0
Carex_subfilicinoides,0
Carex_subfuegiana,0
Carex_subinclinata,1
Carex_subinflata,0
Carex_sublateralis,0
Carex_submollicula,0
Carex_subnigricans,0
Carex_subperakensis,0
Carex_subphysodes,0
Carex_subpumila,0
Carex_subscabrella,1
Carex_subspathacea,0
Carex_subumbellata,0
Carex_suifunensis,0
Carex_superata,0
Carex_supina,0
Carex_sutchuensis,0
Carex_sychnocephala,0
Carex_sylvatica,0
Carex_tachirensis,1
Carex_tahitensis,1
Carex_tahoensis,0
Carex_taihokuensis,1
Carex_taihuensis,0
Carex_taipaishanica,0
Carex_tamana,1
Carex_tangiana,0
Carex_tangii,0
Carex_tangulashanensis,0
Carex_tapintzensis,0
Carex_taprobanensis,1
Carex_tarumensis,0
Carex_tashiroana,0
Carex_tasmanica,0
Carex_tatjanae,0
Carex_tavoyensis,1
Carex_tegulata,0
Carex_teinogyna,1
Carex_tenax,0
Carex_tenebrosa,0
Carex_tenejapensis,1
Carex_tenera,0
Carex_tenuiflora,0
Carex_tenuiformis,0
Carex_tenuinervis,0
Carex_tenuior,0
Carex_tenuipaniculata,0
Carex_tenuiseta,0
Carex_tenuispicula,0
Carex_teres,1
Carex_tereticaulis,0
Carex_ternaria,0
Carex_tessellata,1
Carex_testacea,0
Carex_tetanica,0
Carex_tetrastachya,0
Carex_thailandica,1
Carex_thanikaimoniana,1
Carex_thibetica,0
Carex_thompsonii,1
Carex_thomsonii,1
Carex_thornei,0
Carex_thouarsii,0
Carex_thunbergii,0
Carex_thurberi,0
Carex_tianmushanica,0
Carex_tianschanica,0
Carex_timida,0
Carex_titovii,0
Carex_tojquianensis,1
Carex_tokarensis,0
Carex_tompkinsii,0
Carex_toreadora,1
Carex_toroensis,0
Carex_torreyi,0
Carex_torta,0
Carex_tovarensis,1
Carex_townsendii,1
Carex_toyoshimae,0
Carex_trachycarpa,0
Carex_trachycystis,0
Carex_traiziscana,0
Carex_transandina,0
Carex_transcaucasica,0
Carex_trautvetteriana,0
Carex_traversii,0
Carex_triangularis,0
Carex_tribuloides,0
Carex_tricephala,1
Carex_trichocarpa,0
Carex_trichodes,0
Carex_tricholepis,1
Carex_trichophylla,1
Carex_tricolor,0
Carex_trifida,0
Carex_trigonosperma,0
Carex_trinervis,0
Carex_triquetra,0
Carex_trisperma,0
Carex_tristachya,1
Carex_tristis,0
Carex_trongii,1
Carex_troodi,0
Carex_truncatigluma,1
Carex_tsaiana,0
Carex_tsaratananensis,1
Carex_tsiangii,0
Carex_tsoi,1
Carex_tuberculata,0
Carex_tubulosa,0
Carex_tuckermanii,0
Carex_tucumanensis,0
Carex_tumidula,0
Carex_tuminensis,0
Carex_tumulicola,0
Carex_tungfangensis,1
Carex_tunimanensis,1
Carex_turbinata,0
Carex_turgescens,0
Carex_turkestanica,0
Carex_turrita,1
Carex_turumiquirensis,1
Carex_tweediana,0
Carex_typhina,0
Carex_uda,0
Carex_ulobasis,0
Carex_umbellata,0
Carex_umbrosa,0
Carex_umbrosiformis,0
Carex_uncifolia,0
Carex_ungurensis,0
Carex_unilateralis,0
Carex_unisexualis,0
Carex_urelytra,0
Carex_ursina,0
Carex_uruguensis,1
Carex_ussuriensis,0
Carex_ussuriensis,0
Carex_ussuriensis,0
Carex_utriculata,0
Carex_vacillans,0
Carex_vaginata,0
Carex_valbrayi,1
Carex_vallicola,0
Carex_pulchrae,0
Carex_rosetto,1
Carex_heurckii,0
Carex_ventosa,0
Carex_venusta,0
Carex_vernacula,0
Carex_verrucosa,0
Carex_verticillata,1
Carex_vesca,1
Carex_vesicaria,0
Carex_vesiculosa,1
Carex_vestita,0
Carex_vexans,0
Carex_vicinalis,1
Carex_vietnamica,1
Carex_virescens,0
Carex_viridimarginata,0
Carex_viridula,0
Carex_vulcani,0
Carex_vulpina,0
Carex_vulpinaris,0
Carex_vulpinoidea,0
Carex_wahlenbergiana,1
Carex_wahuensis,1
Carex_wakatipu,0
Carex_walkeri,1
Carex_wallichiana,1
Carex_wawuensis,0
Carex_wenshanensis,0
Carex_werdermannii,0
Carex_whitneyi,0
Carex_wiegandii,0
Carex_wightiana,1
Carex_willdenowii,0
Carex_williamsii,0
Carex_winterbottomii,0
Carex_woodii,0
Carex_wootonii,0
Carex_wui,0
Carex_wushanensis,0
Carex_wutuensis,0
Carex_wuyishanensis,0
Carex_xerantica,0
Carex_xiangxiensis,0
Carex_xiphium,0
Carex_yajiangensis,0
Carex_yamatsutana,0
Carex_yangshuoensis,0
Carex_yasuii,0
Carex_yonganensis,0
Carex_ypsilandrifolia,0
Carex_yuexiensis,0
Carex_yulungshanensis,0
Carex_yunlingensis,0
Carex_yunnanensis,0
Carex_yunyiana,0
Carex_yushuensis,0
Carex_zekogensis,0
Carex_zhenkangensis,0
Carex_zhonghaiensis,0
Carex_zizaniifolia,0
Carex_zuluensis,1
Carex_zunyiensis,0
Carpha_alpina,0
Carpha_angustissima,1
Carpha_aristata,0
Carpha_borbonica,1
Carpha_capitellata,0
Carpha_curvata,0
Carpha_eminii,1
Carpha_filifolia,0
Carpha_glomerata,1
Carpha_nitens,1
Carpha_nivicola,0
Carpha_perrieri,1
Carpha_rodwayi,0
Carpha_schlechteri,0
Carpha_schoenoides,0
Caustis_blakei,0
Caustis_dioica,0
Caustis_flexuosa,0
Caustis_pentandra,0
Caustis_recurvata,0
Cephalocarpus_confertus,1
Cephalocarpus_dracaenula,1
Cephalocarpus_obovoideus,1
Cephalocarpus_rigidus,1
Chorizandra_australis,0
Chorizandra_cymbaria,0
Chorizandra_enodis,0
Chorizandra_multiarticulata,0
Chorizandra_sphaerocephala,0
Chrysitrix_capensis,0
Chrysitrix_distigmatosa,0
Chrysitrix_dodii,0
Chrysitrix_junciformis,0
Cladium_costatum,1
Cladium_mariscoides,0
Cladium_mariscus,1
Coleochloa_abyssinica,1
Coleochloa_glabra,1
Coleochloa_microcephala,1
Coleochloa_pallidior,1
Coleochloa_schweinfurthiana,1
Coleochloa_setifera,1
Coleochloa_virgata,1
Costularia_arundinacea,1
Costularia_brevifolia,1
Costularia_breviseta,1
Costularia_chamaedendron,1
Costularia_comosa,1
Costularia_elongata,1
Costularia_fragilis,1
Costularia_hornei,1
Costularia_humbertii,1
Costularia_laxa,1
Costularia_leucocarpa,1
Costularia_melicoides,1
Costularia_melleri,1
Costularia_neocaledonica,1
Costularia_nervosa,1
Costularia_pantopoda,1
Costularia_pilisepala,1
Costularia_pubescens,1
Costularia_purpurea,1
Costularia_setacea,1
Costularia_stagnalis,1
Costularia_sylvestris,1
Costularia_xyridioides,1
Courtoisina_assimilis,1
Courtoisina_cyperoides,1
Crosslandia_setifolia,1
Cyathochaeta_avenacea,0
Cyathochaeta_clandestina,0
Cyathochaeta_diandra,0
Cyathochaeta_equitans,0
Cyathochaeta_stipoides,0
Cyathocoma_bachmannii,0
Cyathocoma_ecklonii,0
Cyathocoma_hexandra,0
Cymophyllus_fraserianus,0
Cyperus_acuminatus,0
Cyperus_afroalpinus,1
Cyperus_afrodunensis,1
Cyperus_afroechinatus,1
Cyperus_afromontanus,1
Cyperus_afrovaricus,1
Cyperus_aggregatus,1
Cyperus_ajax,1
Cyperus_alaticaulis,1
Cyperus_albopilosus,1
Cyperus_albopurpureus,1
Cyperus_albosanguineus,1
Cyperus_albostriatus,0
Cyperus_albus,0
Cyperus_algeriensis,0
Cyperus_almensis,1
Cyperus_alopecuroides,1
Cyperus_alterniflorus,0
Cyperus_alternifolius,1
Cyperus_altochrysocephalus,1
Cyperus_altomicroglumis,1
Cyperus_altsonii,1
Cyperus_alulatus,1
Cyperus_alvesii,1
Cyperus_amabilis,1
Cyperus_amauropus,1
Cyperus_amomodorus,1
Cyperus_amuricus,0
Cyperus_anderssonii,1
Cyperus_androhibensis,1
Cyperus_angolensis,1
Cyperus_angustatus,1
Cyperus_anisitsii,1
Cyperus_ankaizinensis,1
Cyperus_ankaratrensis,1
Cyperus_appendiculatus,1
Cyperus_aquatilis,1
Cyperus_arenarius,1
Cyperus_armstrongii,1
Cyperus_arsenei,0
Cyperus_articulatus,1
Cyperus_astartodes,1
Cyperus_aster,1
Cyperus_aterrimus,1
Cyperus_atkinsonii,0
Cyperus_atractocarpus,1
Cyperus_aucheri,1
Cyperus_aureoalatus,1
Cyperus_aureobrunneus,1
Cyperus_auriculatus,1
Cyperus_aurifer,1
Cyperus_austrochrysanthus,1
Cyperus_babakan,1
Cyperus_balfourii,1
Cyperus_baobab,1
Cyperus_baoulensis,1
Cyperus_baronii,1
Cyperus_bellus,0
Cyperus_benadirensis,1
Cyperus_bernieri,1
Cyperus_berroi,0
Cyperus_betafensis,0
Cyperus_beyrichii,1
Cyperus_bifolius,1
Cyperus_blakeanus,1
Cyperus_blysmoides,1
Cyperus_boreobellus,1
Cyperus_boreochrysocephalus,1
Cyperus_boreohemisphaericus,1
Cyperus_bowmanii,0
Cyperus_breedlovei,1
Cyperus_breviculmis,1
Cyperus_brumadoi,1
Cyperus_brunneofibrosus,1
Cyperus_brunnescens,1
Cyperus_bulamensis,1
Cyperus_bulbosus,1
Cyperus_burkartii,0
Cyperus_caesius,1
Cyperus_calderoniae,0
Cyperus_camphoratus,1
Cyperus_cancrorum,1
Cyperus_canus,1
Cyperus_capensis,1
Cyperus_capitatus,0
Cyperus_carinatus,1
Cyperus_castaneobellus,1
Cyperus_castaneus,1
Cyperus_cearaensis,1
Cyperus_celans,0
Cyperus_cellulosoreticulatus,1
Cyperus_centralis,0
Cyperus_cephalanthus,0
Cyperus_cephalotes,1
Cyperus_chaetophyllus,1
Cyperus_chalaranthus,1
Cyperus_chamaecephalus,1
Cyperus_chermezonianus,1
Cyperus_chersinus,0
Cyperus_chevalieri,1
Cyperus_chinsalensis,1
Cyperus_chionocephalus,1
Cyperus_chlorocephalus,1
Cyperus_chordorrhizus,1
Cyperus_chorisanthos,1
Cyperus_chrysocephalus,1
Cyperus_ciliatus,1
Cyperus_cinereobrunneus,1
Cyperus_circumclusus,1
Cyperus_clarkei,1
Cyperus_clarus,0
Cyperus_clavinux,1
Cyperus_columbiensis,1
Cyperus_colymbetes,1
